names,description,url,id,image,public
Out Now,"The hottest music from artists unlike any other, with guest curation from <as href=""spotify:artist:1O9iHQjrVuiAYOJFCBeFSl"">serpentwithfeet</a>.",https://open.spotify.com/playlist/37i9dQZF1DX3LyU0mhfqgP,37i9dQZF1DX3LyU0mhfqgP,https://i.scdn.co/image/ab67706f00000003dcfdb06e4ed9642d8b5983f1,True
Pride Classics,"The revolutionaries, the allies, and the just plain fabulous: these flawless tracks are beyond perfect for Pride. Cover: Elton John",https://open.spotify.com/playlist/37i9dQZF1DX59HcpGmPXYR,37i9dQZF1DX59HcpGmPXYR,https://i.scdn.co/image/ab67706f00000003c8eddae4ad73b6eee010d2ef,True
Alternative Pride,Alternative and indie artists from across the Pride spectrum. Cover: girl in red,https://open.spotify.com/playlist/37i9dQZF1DWTMR78LDoAZC,37i9dQZF1DWTMR78LDoAZC,https://i.scdn.co/image/ab67706f00000003a8af20b88526746df9fca320,True
Best of Broadway,Musical songs from Broadway and beyond. Cover: Idina Menzel,https://open.spotify.com/playlist/37i9dQZF1DWX82ahbDuQIz,37i9dQZF1DWX82ahbDuQIz,https://i.scdn.co/image/ab67706f00000003dd79d039ecf39d80e921b0e5,True
"Work It, Own It",Empowered rhymes and vibes. Cover: Steve Lacy,https://open.spotify.com/playlist/37i9dQZF1DXbmCTvLQy5AO,37i9dQZF1DXbmCTvLQy5AO,https://i.scdn.co/image/ab67706f00000003be145dcbf4bb22dc83b64e7d,True
Fierce,"Queens everywhere - givin' us life.
Cover: Monét X Change",https://open.spotify.com/playlist/37i9dQZF1DWZZCoBbLu26P,37i9dQZF1DWZZCoBbLu26P,https://i.scdn.co/image/ab67706f00000003537d32bbbb6e8022460eb35a,True
Queer As Folk,"Lyrical. Legit. This Pride vision of Folk, Americana, and Singer-Songwriter music features LGBTQ acts and allies. Cover: Orville Peck",https://open.spotify.com/playlist/37i9dQZF1DX5TMFhaZc9ov,37i9dQZF1DX5TMFhaZc9ov,https://i.scdn.co/image/ab67706f00000003d47722f87dffe0e54fd883d6,True
Club Resistance,Bold and pioneering. LGBTQ+ artists and allies at the centre of electronic music culture. Cover: SOPHIE,https://open.spotify.com/playlist/37i9dQZF1DWTLrNDPW5co2,37i9dQZF1DWTLrNDPW5co2,https://i.scdn.co/image/ab67706f0000000389f187eaaa2d6725fdf4f25c,True
Disco Fever,Four to the floor with your disco queens and kings. Cover: Sylvester,https://open.spotify.com/playlist/37i9dQZF1DX2GKumqRIZ7g,37i9dQZF1DX2GKumqRIZ7g,https://i.scdn.co/image/ab67706f00000003089d82f97d5bd078e020bb34,True
Tegan and Sara: Pride,"Tapping Gallant, ANOHNI, and more, the Canadian duo forge a Pride list that defines eclecticism. Listen for a new tune with Ingrid Michaelson.",https://open.spotify.com/playlist/37i9dQZF1DWZTHlwqNeZ4l,37i9dQZF1DWZTHlwqNeZ4l,https://i.scdn.co/image/ab67706f0000000389d51f19d795096931be9b26,True
Adam Lambert: Pride,The inspiration to be who you truly are—that’s at the center of the Pride playlist curated by the pop vocalist and Queen collaborator.,https://open.spotify.com/playlist/37i9dQZF1DX6WKkjNUHy2F,37i9dQZF1DX6WKkjNUHy2F,https://i.scdn.co/image/ab67706f000000032c9fd46e67db7f977e2b3585,True
This Is: Troye Sivan,Take a look at Australia's future king of Pop.,https://open.spotify.com/playlist/37i9dQZF1DXaEC8MQ0kjtY,37i9dQZF1DXaEC8MQ0kjtY,https://i.scdn.co/image/ab67706f000000037e2fc86c8061009c716db465,True
Rufus Wainwright: Pride,"Sylvester, Klaus Nomi, Judy Garland, and a slew of his own songs—peek into the singer-songwriter’s timeless world, in celebration of Pride.",https://open.spotify.com/playlist/37i9dQZF1DX5xCgFwl423z,37i9dQZF1DX5xCgFwl423z,https://i.scdn.co/image/ab67706f00000003170df1c6f76a68b3eeb27f28,True
Kathy Griffin #PressPlayForPride,"<a href=""spotify:artist:7ahoEOUbXDm3vYTvOHWXbe"">Kathy Griffin</a> joins us to #PressPlayForPride. Discover more at <a href=""https://open.spotify.com/genre/pride"">spotify.com/pride.</a>",https://open.spotify.com/playlist/37i9dQZF1DXajWk2WkW4sa,37i9dQZF1DXajWk2WkW4sa,https://i.scdn.co/image/ab67706f00000003c446c5a11018a0258b4fcc92,True
Betty Who: Pride,You’ll vibe with the frothy pop and empowering club classics in this Pride collection from the Aussie synth-pop diva with a human touch.,https://open.spotify.com/playlist/37i9dQZF1DX3V9xyjs9Om5,37i9dQZF1DX3V9xyjs9Om5,https://i.scdn.co/image/ab67706f00000003f0e78ae7c307809093062b84,True
Little Mix: Pride,"The UK girl group grab the power and show their love for Pride, unfurling a no-fail list of pop party jams and club classics.",https://open.spotify.com/playlist/37i9dQZF1DX7wHseZmxqFF,37i9dQZF1DX7wHseZmxqFF,https://i.scdn.co/image/ab67706f00000003950e8a4297c169859885ec16,True
MNEK: Pride,"Artist, producer and writer behind many of your favourite songs makes his Pride selection for you.",https://open.spotify.com/playlist/37i9dQZF1DWTWaD7ByJaBc,37i9dQZF1DWTWaD7ByJaBc,https://i.scdn.co/image/ab67706f00000003638cea65d6ee3bc71a996e0a,True
Years & Years: Pride,"Drawing from R&B, indie, pop, and more, the electropop act’s singer Olly Alexander shines a light on LGBTQIA+ artists that inspire.",https://open.spotify.com/playlist/37i9dQZF1DX4yLn8TpmS3h,37i9dQZF1DX4yLn8TpmS3h,https://i.scdn.co/image/ab67706f0000000399acef80f0b8e8ee0f14ba23,True
Shura #PressPlayForPride,"<a href=""spotify:artist:1qpR5mURxk3d8f6mww6uKT"">Shura</a> joins us to #PressPlayForPride. Discover more at <a href=""https://open.spotify.com/genre/pride"">spotify.com/pride.</a>",https://open.spotify.com/playlist/37i9dQZF1DX6RDaNNfUPt3,37i9dQZF1DX6RDaNNfUPt3,https://i.scdn.co/image/ab67706f000000038b6df9d55a5792656beaac85,True
Conchita: Pride,"Intoxicating, joyful pop captures the Pride spirit for the Austrian drag queen and Eurovision Song Contest 2014 winner.",https://open.spotify.com/playlist/37i9dQZF1DX8SiEKUUEVVi,37i9dQZF1DX8SiEKUUEVVi,https://i.scdn.co/image/ab67706f00000003a5991f199f20926fb07a8f69,True
This Is The Beatles,Come together to listen to their greatest hits.,https://open.spotify.com/playlist/37i9dQZF1DXdLtD0qszB1w,37i9dQZF1DXdLtD0qszB1w,https://i.scdn.co/image/ab67706f00000003ed3a8bb5b72ab5ccbf5834b8,True
The Long and Winding Road,A journey through The Beatles' career.,https://open.spotify.com/playlist/37i9dQZF1DWYHkSks5rujC,37i9dQZF1DWYHkSks5rujC,https://i.scdn.co/image/ab67706f0000000329d56050915a38163b9c2c26,True
All You Need Is Love,"During the height of the 60s, no one knew how to convey the message of love and peace better than the Beatles.",https://open.spotify.com/playlist/37i9dQZF1DX5k1GSjYBi0z,37i9dQZF1DX5k1GSjYBi0z,https://i.scdn.co/image/ab67706f00000003fe48ccdfb5f7402e0a860f3d,True
Lucy In The Sky With Diamonds,Imaginative. Inventive. Ingenius. Influential. Here are the Beatles at their most experimental; changing and shaping the face of music forever.,https://open.spotify.com/playlist/37i9dQZF1DWZreqadA03A8,37i9dQZF1DWZreqadA03A8,https://i.scdn.co/image/ab67706f00000003b9423e0f6c4b278bfab9343b,True
Here Comes The Sun,Start your day with The Beatles!,https://open.spotify.com/playlist/37i9dQZF1DXdwF9DytRe8w,37i9dQZF1DXdwF9DytRe8w,https://i.scdn.co/image/ab67706f0000000310bf2444fffc8a39d4555a15,True
Twist and Shout,Get ready to twist and shout - this is the ultimate Beatles party playlist.,https://open.spotify.com/playlist/37i9dQZF1DXcHV6YH5zTsV,37i9dQZF1DXcHV6YH5zTsV,https://i.scdn.co/image/ab67706f000000034adfc7d6db33d04b7ee6b9b3,True
This Is George Harrison,The quiet Beatle. Listen to all his essential tracks.,https://open.spotify.com/playlist/37i9dQZF1DWVDVRzaLYm4M,37i9dQZF1DWVDVRzaLYm4M,https://i.scdn.co/image/ab67706f00000003947c7dcf071c4ef7ea3717a1,True
This Is: Paul McCartney,The essential songs from Paul McCartney's solo career and the Wings.,https://open.spotify.com/playlist/37i9dQZF1DX2PB4Qx11qXU,37i9dQZF1DX2PB4Qx11qXU,https://i.scdn.co/image/ab67706f00000003351babc89b6a38cb177d41bf,True
This Is Ringo Starr,Former member of The Beatles.,https://open.spotify.com/playlist/37i9dQZF1DWULtPSrLama7,37i9dQZF1DWULtPSrLama7,https://i.scdn.co/image/ab67706f00000003765bb9bf125ed8fbcd96375d,True
This is: Sir George Martin,"Sir George Martins most essential work, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX5CrSNP0mzoZ,37i9dQZF1DX5CrSNP0mzoZ,https://i.scdn.co/image/ab67706f0000000326e992f4f6e162eefb11a7c5,True
Disney Favorites,"All your favorite <a href=""spotify:user:128899670"">Disney</a> classics, new and old. Cover: <a href=""spotify:album:6WjuMbjLJHdI0EwjJR9ChA"">Forky and Woody</a>",https://open.spotify.com/playlist/37i9dQZF1DWVs8I62NcHks,37i9dQZF1DWVs8I62NcHks,https://i.scdn.co/image/ab67706f000000033ff4e8cdcc96716234440f95,True
This Is The Doors,"All of their essential songs, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX95gx8SY6DLX,37i9dQZF1DX95gx8SY6DLX,https://i.scdn.co/image/ab67706f00000003ac7b59082c0ff69048bdf9d9,True
This Is AC/DC,AC/DC is back with the brand new album POWER UP !,https://open.spotify.com/playlist/37i9dQZF1DXec50AjHrNTq,37i9dQZF1DXec50AjHrNTq,https://i.scdn.co/image/ab67706f00000003eb6ecd02b6e08dfdefcdcc21,True
This Is Adele,"All of the UK <a href=""spotify:artist:4dpARuHxo51G3z768sgnrY"">singer-songwriter</a>'s memorable songs, in a single playlist.",https://open.spotify.com/playlist/37i9dQZF1DWZUozJiHy44Y,37i9dQZF1DWZUozJiHy44Y,https://i.scdn.co/image/ab67706f00000003d1b80fb90502dd91441182ed,True
This Is Al Green,"Hear all the best songs by the monumental <a href=""spotify:artist:3dkbV4qihUeMsqN4vBGg93"">soul singer</a>.",https://open.spotify.com/playlist/37i9dQZF1DWZMCPjHG57gq,37i9dQZF1DWZMCPjHG57gq,https://i.scdn.co/image/ab67706f000000030a208fb43adb80ca668339b4,True
This Is alt-J,"The best of alt-J, so far.",https://open.spotify.com/playlist/37i9dQZF1DWXMmak2OV7PN,37i9dQZF1DWXMmak2OV7PN,https://i.scdn.co/image/ab67706f00000003558f9a081d9afbe911266086,True
This Is Aretha Franklin,"Celebrating the legacy of the undisputed Queen of Soul, Aretha Franklin.  Her most essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX6bJVMtDYJHx,37i9dQZF1DX6bJVMtDYJHx,https://i.scdn.co/image/ab67706f000000037ebb398af74d6328937f7ccd,True
This Is blink-182,"The essential blink-182, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX4EKARgqYPFZ,37i9dQZF1DX4EKARgqYPFZ,https://i.scdn.co/image/ab67706f00000003f2939e46b11750c8afed0a05,True
This Is Bruno Mars,Latest single Leave The Door Open plus all the essential Bruno Mars hits!,https://open.spotify.com/playlist/37i9dQZF1DX177vQ7mVRmP,37i9dQZF1DX177vQ7mVRmP,https://i.scdn.co/image/ab67706f000000036ce408042bebe4b19a5ede72,True
This is: Carole King,"Carole King's most essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX6GiJlVeD6Ou,37i9dQZF1DX6GiJlVeD6Ou,https://i.scdn.co/image/ab67706f00000003f7fe8629fdef7eae638053cd,True
This is Deep Purple,"Deep Purple´s most essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX5WtNRbfbuUo,37i9dQZF1DX5WtNRbfbuUo,https://i.scdn.co/image/ab67706f000000031f516c0e6eb7b75c9bafa7ea,True
This Is Depeche Mode,"Depeche Mode, the essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX3BSwupE5hR7,37i9dQZF1DX3BSwupE5hR7,https://i.scdn.co/image/ab67706f0000000344e7fac655d0cad0b9781ab1,True
This Is: Dispatch,"This is: Dispatch. The essential tracks, all in one playlists.",https://open.spotify.com/playlist/37i9dQZF1DWVRrLXgTbWFy,37i9dQZF1DWVRrLXgTbWFy,https://i.scdn.co/image/ab67706f000000030efc69cd871aa58ab7703a25,True
This Is Ed Sheeran,Listen to all of Ed's essential tracks in one place.,https://open.spotify.com/playlist/37i9dQZF1DWWxPM4nWdhyI,37i9dQZF1DWWxPM4nWdhyI,https://i.scdn.co/image/ab67706f00000003dbb5c1e604f43c61ada8951f,True
This Is Future,"The Atlanta-born <a href=""spotify:artist:1RyvyyTE3xzB2ZywiAwp0i"">rapper</a>'s dopest songs plus his latest bangers.",https://open.spotify.com/playlist/37i9dQZF1DWVstK6FYh8Nw,37i9dQZF1DWVstK6FYh8Nw,https://i.scdn.co/image/ab67706f0000000303e21382e3760e4b139d35cf,True
This Is: George Michael,Listen to a collection of his greatest hits. This Is: George Michael,https://open.spotify.com/playlist/37i9dQZF1DXcIVSTUG9zAG,37i9dQZF1DXcIVSTUG9zAG,https://i.scdn.co/image/ab67706f00000003eead8906b2b492a90e10c594,True
This Is: Gillian Welch,"An essential collection of songs from the <a href=""spotify:artist:2H5elA2mJKrHmqkN9GSfkz"">folk icon</a>.",https://open.spotify.com/playlist/37i9dQZF1DWUifRttnt99X,37i9dQZF1DWUifRttnt99X,https://i.scdn.co/image/ab67706f00000003efa238e5420c5eaf6f5ef09d,True
This Is James Arthur,"All his biggest hits, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DX3Csy1LFxjkI,37i9dQZF1DX3Csy1LFxjkI,https://i.scdn.co/image/ab67706f000000033075bbeef7ff4b37ada806ff,True
This is: Jamiroquai,"Jamiroquai, the essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX9OTdoPfdJpF,37i9dQZF1DX9OTdoPfdJpF,https://i.scdn.co/image/ab67706f000000034e1a71230d0c178301e87743,True
This Is John Mayer,John Mayer's greatest songs all in one playlist.,https://open.spotify.com/playlist/37i9dQZF1DWYrlaUEYy4Vg,37i9dQZF1DWYrlaUEYy4Vg,https://i.scdn.co/image/ab67706f000000035fc7fef1105c9f593234cb6f,True
This Is John Legend,Check out this collection of amazing John Legend tracks.,https://open.spotify.com/playlist/37i9dQZF1DX8DxW4iib3Eq,37i9dQZF1DX8DxW4iib3Eq,https://i.scdn.co/image/ab67706f00000003646d84100f4c99ffa20cd61d,True
This Is Justin Bieber,"The deluxe version of Justice is here, featuring 6 brand new tracks! ",https://open.spotify.com/playlist/37i9dQZF1DXc2aPBXGmXrt,37i9dQZF1DXc2aPBXGmXrt,https://i.scdn.co/image/ab67706f000000039cf2e21a96f217de5d3abf60,True
This Is Lady Gaga,"Listen to new album Chromatica, alongside all her biggest hits.",https://open.spotify.com/playlist/37i9dQZF1DXc7FZ2VBjaeT,37i9dQZF1DXc7FZ2VBjaeT,https://i.scdn.co/image/ab67706f00000003ef2e9bb33072e0a90db90e35,True
This Is LANY,Listen to new album mama's boy alongside their biggest tracks!,https://open.spotify.com/playlist/37i9dQZF1DX1xlmTNXq2Qg,37i9dQZF1DX1xlmTNXq2Qg,https://i.scdn.co/image/ab67706f0000000378dce50f4355e0fd9fb68a65,True
This Is Laura Marling,One of the most important British folk artists of the 21st century. This is Laura Marling,https://open.spotify.com/playlist/37i9dQZF1DX3Hdbt1R3mYP,37i9dQZF1DX3Hdbt1R3mYP,https://i.scdn.co/image/ab67706f00000003a91a08af7cd5cf857864245a,True
This Is Miranda Lambert,"All Miranda... All The Time. Enjoy the new singles, ""Bluebird"" and ""Settling Down"" now!",https://open.spotify.com/playlist/37i9dQZF1DWULYh276RumE,37i9dQZF1DWULYh276RumE,https://i.scdn.co/image/ab67706f00000003a46b9ebeee062cb36be4af27,True
This Is Muse,"The essential Muse, all in one place.",https://open.spotify.com/playlist/37i9dQZF1DWTG97QsiXgEX,37i9dQZF1DWTG97QsiXgEX,https://i.scdn.co/image/ab67706f000000032702a8243e668795f5f99510,True
This Is Neil Young,Enjoy over 50 years of musical genius.,https://open.spotify.com/playlist/37i9dQZF1DWT6VDwxLyl0W,37i9dQZF1DWT6VDwxLyl0W,https://i.scdn.co/image/ab67706f000000033e9538329dbfcf70f8f92d3c,True
This Is Nina Simone,"One of the finest <a href=""spotify:artist:7G1GBhoKtEPnP86X2PvEYO"">voices</a> we've ever known. Now hear her greatest songs.",https://open.spotify.com/playlist/37i9dQZF1DX8OYzU0lx5hL,37i9dQZF1DX8OYzU0lx5hL,https://i.scdn.co/image/ab67706f00000003e766b55463e1502882b6042d,True
This Is New Edition,"Celebrate the career of one of the most influential <a href=""spotify:artist:1mFX1QlezK1lNPKQJkhwWb"">R&B groups</a> of all time.",https://open.spotify.com/playlist/37i9dQZF1DWThFkopzOaNW,37i9dQZF1DWThFkopzOaNW,https://i.scdn.co/image/ab67706f00000003a2c95401d07624e968119736,True
This Is One Direction,Dance all night to the best songs ever!,https://open.spotify.com/playlist/37i9dQZF1DX6p4TJxzMRDe,37i9dQZF1DX6p4TJxzMRDe,https://i.scdn.co/image/ab67706f00000003b75cdf3f088c129cc350c0f8,True
This Is OneRepublic,"The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DXbZBKpgxsyXU,37i9dQZF1DXbZBKpgxsyXU,https://i.scdn.co/image/ab67706f000000034f1d8a336eedabeff6d031f1,True
This Is Raffi,An essential introduction to Raffi.,https://open.spotify.com/playlist/37i9dQZF1DX4dWEvmDfGoP,37i9dQZF1DX4dWEvmDfGoP,https://i.scdn.co/image/ab67706f000000036b969a337bb332aa2529941d,True
This Is Prince,"Pop, rock, funk, R&B, psychedelia—the man from Minneapolis was a true original and earth-shattering performer. Hear <a href=""spotify:artist:5a2EaR3hamoenG9rDuVn8j"">Prince Rogers Nelson</a>'s best right now.",https://open.spotify.com/playlist/37i9dQZF1DX6JzJ8vAK836,37i9dQZF1DX6JzJ8vAK836,https://i.scdn.co/image/ab67706f00000003a35cc91c3f2969795b467166,True
This Is: Rag'n'Bone Man,"The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DWXqcBHh7a68E,37i9dQZF1DWXqcBHh7a68E,https://i.scdn.co/image/ab67706f000000038a46e0976e9005b3c59589b3,True
This Is Soundgarden,"The essential Soundgarden, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX024QaIPhrkq,37i9dQZF1DX024QaIPhrkq,https://i.scdn.co/image/ab67706f00000003c9ed219cc9c154358e57e1d6,True
This Is: Status Quo,A collection of the essential Status Quo songs.,https://open.spotify.com/playlist/37i9dQZF1DX1zj9CzXszqD,37i9dQZF1DX1zj9CzXszqD,https://i.scdn.co/image/ab67706f000000037e5a81e075219d784d0c063f,True
This Is Stevie Wonder,"Stevie Wonder, the essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DWWYIyS8LLUDj,37i9dQZF1DWWYIyS8LLUDj,https://i.scdn.co/image/ab67706f00000003fcac3bd5ce244380d871e0d2,True
This Is The Beach Boys,"The Beach Boys, the essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DXaZan2kzvaVc,37i9dQZF1DXaZan2kzvaVc,https://i.scdn.co/image/ab67706f0000000310d73bfc23fc15c32e7a9252,True
This Is The Rolling Stones,"The Rolling Stones essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX5COO9vTaRpO,37i9dQZF1DX5COO9vTaRpO,https://i.scdn.co/image/ab67706f000000037a73d89dfa14f4a4cd7ba443,True
This Is The Weeknd,This is the essential The Weeknd.,https://open.spotify.com/playlist/37i9dQZF1DX6bnzK9KPvrz,37i9dQZF1DX6bnzK9KPvrz,https://i.scdn.co/image/ab67706f0000000390636a2178bcabda879b93e4,True
This Is Thomas Rhett,"Hear the newest track ""Center Point Road"" and more!",https://open.spotify.com/playlist/37i9dQZF1DXctzlWgrxNLn,37i9dQZF1DXctzlWgrxNLn,https://i.scdn.co/image/ab67706f000000034997b019a365bc45308f044f,True
This Is: Trey Songz,This is the essential collection of songs from Trey Songz.,https://open.spotify.com/playlist/37i9dQZF1DX5xFQkXoZxdM,37i9dQZF1DX5xFQkXoZxdM,https://i.scdn.co/image/ab67706f00000003614eb6626486daaba071f8f6,True
This Is Bob Dylan,"The man, the myth, the legend.",https://open.spotify.com/playlist/37i9dQZF1DX8f6VxHEcGCN,37i9dQZF1DX8f6VxHEcGCN,https://i.scdn.co/image/ab67706f00000003f2fa4955546fd9b17817f5ac,True
This Is Bonobo,"The pivotal tracks by the genre-redefining <a href=""spotify:artist:0cmWgDlu9CwTgxPhf403hb"">producer</a>, composer, and DJ + his new single with TEED '6000 ft.'",https://open.spotify.com/playlist/37i9dQZF1DWZais6SIaMts,37i9dQZF1DWZais6SIaMts,https://i.scdn.co/image/ab67706f00000003c23b45490286f62a74f6208b,True
This Is Britney Spears,Definitive career highlights from Britney Jean Spears.,https://open.spotify.com/playlist/37i9dQZF1DWXcA2XXbXQ3d,37i9dQZF1DWXcA2XXbXQ3d,https://i.scdn.co/image/ab67706f0000000325bfba68f64cead0336a3da6,True
This is Bruce Springsteen,The essential tracks with Bruce Springsteen.,https://open.spotify.com/playlist/37i9dQZF1DX9qkL85stcHs,37i9dQZF1DX9qkL85stcHs,https://i.scdn.co/image/ab67706f000000033409dd6be25f57543ed46994,True
This is: Cher,"Cher's most essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX3w9f3pg1Dyc,37i9dQZF1DX3w9f3pg1Dyc,https://i.scdn.co/image/ab67706f00000003d7a113b113a01eaa47841a34,True
This Is Chuck Berry,"Chuck Berry, the essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX0LonJ1uN97e,37i9dQZF1DX0LonJ1uN97e,https://i.scdn.co/image/ab67706f0000000390003c70925b53be37ffce24,True
This Is Daft Punk,"Celebrated masters of 'French touch', This Is Daft Punk.",https://open.spotify.com/playlist/37i9dQZF1DWZAkrucRF6Gq,37i9dQZF1DWZAkrucRF6Gq,https://i.scdn.co/image/ab67706f00000003285f6d4246be42a293a6f9c5,True
This Is Eagles,"Eagles, the essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX9AUVnnnNUND,37i9dQZF1DX9AUVnnnNUND,https://i.scdn.co/image/ab67706f0000000375e1433a4467e902df73da60,True
"This Is Earth, Wind & Fire","Can't hide our love for the <a href=""spotify:artist:4QQgXkCYTt3BlENzhyNETg"">funk-soul outfit</a>. Hear all their pivotal tracks now.",https://open.spotify.com/playlist/37i9dQZF1DX3yvjXSVJwJV,37i9dQZF1DX3yvjXSVJwJV,https://i.scdn.co/image/ab67706f00000003c0982d48f5385c713aadae68,True
